country_name,province_state,Confirmed,Deaths
US,Colorado,123,0
US,Colorado,1430,31
US,Colorado,165,0
US,Colorado,119671,1310
US,Colorado,331,6
US,Colorado,1587,31
US,Colorado,12586,80
US,Colorado,1780,2
US,Colorado,75107,462
US,Colorado,3533,41
US,Colorado,2106,9
US,Colorado,7296,106
US,Colorado,41789,528
US,Colorado,224,1
US,Colorado,2966,51
US,Colorado,6089,68
US,Colorado,9145,158
US,Colorado,5522,134
US,Colorado,4238,126
US,Colorado,843,6
US,Colorado,0,0
US,Colorado,2768,20
US,Colorado,868,18
US,Colorado,6282,6
US,Colorado,2598,48
US,Colorado,45002,774
US,Colorado,1658,13
US,Colorado,2767,46
US,Colorado,6312,24
US,Colorado,1160,12
US,Colorado,194,0
US,Colorado,2233,8
US,Colorado,478,9
US,Colorado,9651,14
US,Colorado,4750,57
US,Colorado,125,0
US,Colorado,1044,27
US,Colorado,81452,690
US,Colorado,1853,23
US,Connecticut,200403,2673
US,Connecticut,175571,3092
US,Connecticut,31436,453
US,Connecticut,27732,476
US,Connecticut,193580,2773
US,Connecticut,54208,640
US,Connecticut,20270,266
US,Connecticut,2840,8
US,Connecticut,25492,296
US,Delaware,49969,625
US,Delaware,146306,1368
US,Delaware,61234,819
US,Delaware,919,0
US,Diamond Princess,49,0
US,District of Columbia,134623,1319
US,Florida,67891,588
US,Florida,8654,132
US,Florida,46387,802
US,Florida,7470,138
US,Florida,133361,1973
US,Florida,600687,5546
US,Florida,4080,95
US,Florida,35685,709
US,Florida,29503,925
US,Florida,53486,770
US,Florida,84398,970
US,Florida,21169,346
US,Florida,9329,141
US,Florida,4024,53
US,Florida,253158,3154
US,Florida,81413,1277
US,Florida,22286,311
US,Florida,3110,51
US,Florida,13414,198
US,Florida,4522,75
US,Florida,1988,35
US,Florida,4295,74
US,Florida,3841,52
US,Florida,8641,118
US,Florida,11696,158
US,Florida,41912,1009
US,Florida,24034,632
US,Florida,373808,3383
US,Florida,5418,85
US,Florida,32359,627
US,Florida,14800,271
US,Florida,3948,51
US,Florida,2769,51
US,Florida,84857,1421
US,Florida,190203,2036
US,Florida,85607,630
US,Florida,10226,121
US,Florida,2497,29
US,Florida,5844,69
US,Florida,95708,1345
US,Florida,83213,2007
US,Florida,30329,588
US,Florida,1180488,10320
US,Florida,18335,115
US,Florida,22110,272
US,Florida,51420,671
US,Florida,10649,165
US,Florida,375946,2570
US,Florida,113572,1062
US,Florida,366844,4843
US,Florida,121823,1781
US,Florida,209713,3147
US,Florida,199580,2802
US,Florida,17546,405
US,Florida,48502,605
US,Florida,90474,1488
US,Florida,103176,1022
US,Florida,62586,518
US,Florida,73960,1137
US,Florida,21661,506
US,Florida,12939,276
US,Florida,6996,99
US,Florida,2962,3260
US,Florida,4308,111
US,Florida,116764,1786
US,Florida,9921,123
US,Florida,17351,208
US,Florida,6617,105
US,Georgia,4788,121
US,Georgia,2132,47
US,Georgia,3565,73
US,Georgia,534,14
US,Georgia,9477,229
US,Georgia,3869,85
US,Georgia,21824,248
US,Georgia,28871,435
US,Georgia,4291,119
US,Georgia,4911,81
US,Georgia,36808,759
US,Georgia,3308,94
US,Georgia,4149,103
US,Georgia,3408,84
US,Georgia,9059,89
US,Georgia,15399,253
US,Georgia,5262,104
US,Georgia,6445,150
US,Georgia,1335,22
US,Georgia,11196,117
US,Georgia,2084,94
US,Georgia,23618,432
US,Georgia,14268,161
US,Georgia,3006,62
US,Georgia,62997,845
US,Georgia,6966,21
US,Georgia,6553,129
US,Georgia,62736,597
US,Georgia,29538,221
US,Georgia,516,6
US,Georgia,63286,931
US,Georgia,2110,40
US,Georgia,170072,1724
US,Georgia,10911,274
US,Georgia,11024,236
US,Georgia,35706,372
US,Georgia,4873,71
US,Georgia,32795,469
US,Georgia,1767,53
US,Georgia,4639,134
US,Georgia,3182,28
US,Georgia,6840,99
US,Georgia,145071,1652
US,Georgia,7140,127
US,Georgia,5183,147
US,Georgia,2358,68
US,Georgia,19396,481
US,Georgia,34661,385
US,Georgia,2712,60
US,Georgia,928,11
US,Georgia,13044,190
US,Georgia,4522,107
US,Georgia,5866,155
US,Georgia,2345,65
US,Georgia,5082,148
US,Georgia,22105,307
US,Georgia,27009,506
US,Georgia,54561,374
US,Georgia,5328,95
US,Georgia,213176,2200
US,Georgia,6853,168
US,Georgia,605,25
US,Georgia,23086,396
US,Georgia,15998,257
US,Georgia,5718,108
US,Georgia,3896,83
US,Georgia,205869,1816
US,Georgia,9975,259
US,Georgia,53108,814
US,Georgia,1568,88
US,Georgia,5388,164
US,Georgia,6038,110
US,Georgia,4827,89
US,Georgia,2162,49
US,Georgia,57474,659
US,Georgia,39172,482
US,Georgia,1875,45
US,Georgia,21170,283
US,Georgia,3117,69
US,Georgia,3950,70
US,Georgia,3634,107
US,Georgia,1486,66
US,Georgia,2241,72
US,Georgia,5011,108
US,Georgia,4827,112
US,Georgia,2256,22
US,Georgia,13692,291
US,Georgia,7205,101
US,Georgia,12205,143
US,Georgia,1595,35
US,Georgia,2758,34
US,Georgia,30821,379
US,Georgia,7114,130
US,Georgia,2125,48
US,Georgia,6919,101
US,Georgia,1503,49
US,Georgia,5023,94
US,Georgia,2441,35
US,Georgia,4446,140
US,Georgia,1697,30
US,Georgia,5170,115
US,Georgia,5844,172
US,Georgia,2039,49
US,Georgia,4505,60
US,Georgia,11440,179
US,Georgia,37828,783
US,Georgia,24409,436
US,Georgia,8702,103
US,Georgia,3193,52
US,Georgia,79208,1400
US,Georgia,37774,419
US,Georgia,6133,125
US,Georgia,8258,160
US,Georgia,5704,125
US,Georgia,5418,89
US,Georgia,11772,187
US,Georgia,2147,72
US,Georgia,4458,102
US,Georgia,410,4
US,Georgia,3636,93
US,Georgia,1470,48
US,Georgia,49862,857
US,Georgia,18266,313
US,Georgia,1148,10
US,Georgia,2605,67
US,Georgia,2128,28
US,Georgia,15762,399
US,Georgia,6248,140
US,Georgia,2483,32
US,Georgia,6785,163
US,Georgia,1158,31
US,Georgia,266,3
US,Georgia,5155,130
US,Georgia,1965,52
US,Georgia,3045,81
US,Georgia,2029,61
US,Georgia,11648,205
US,Georgia,11488,215
US,Georgia,7078,196
US,Georgia,2374,106
US,Georgia,1624,59
US,Georgia,15377,370
US,Georgia,2534,57
US,Georgia,1527,69
US,Georgia,10414,21
US,Georgia,4833,151
US,Georgia,7700,229
US,Georgia,16441,228
US,Georgia,21833,421
US,Georgia,9977,272
US,Georgia,1053,29
US,Georgia,4360,132
US,Georgia,7728,203
US,Georgia,436,8
US,Georgia,1407,38
US,Georgia,6761,156
US,Georgia,33902,418
US,Georgia,1988,69
US,Georgia,2234,49
US,Georgia,2221,56
US,Georgia,4605,112
US,Grand Princess,103,3
US,Guam,46650,341
US,Hawaii,26089,184
US,Hawaii,165272,1009
US,Hawaii,11692,29
US,Hawaii,29792,134
US,Hawaii,5919,12
US,Hawaii,0,0
US,Idaho,132488,1000
US,Idaho,695,15
US,Idaho,20766,244
US,Idaho,909,15
US,Idaho,2169,40
US,Idaho,9743,151
US,Idaho,5909,30
US,Idaho,1084,13
US,Idaho,8760,179
US,Idaho,30821,284
US,Idaho,2075,58
US,Idaho,475,9
US,Idaho,154,2
US,Idaho,61312,675
US,Idaho,1477,24
US,Idaho,4997,52
US,Idaho,108,0
US,Idaho,2287,32
US,Idaho,524,9
US,Idaho,7140,70
US,Idaho,2330,29
US,Idaho,2151,27
US,Idaho,3632,79
US,Idaho,3239,55
US,Idaho,2963,51
US,Idaho,6035,63
US,Idaho,5986,64
US,Idaho,41158,582
US,Idaho,6677,48
US,Idaho,1252,25
US,Idaho,1129,29
US,Idaho,1093,15
US,Idaho,12653,50
US,Idaho,4169,62
US,Idaho,8885,143
US,Idaho,799,11
US,Idaho,2262,52
US,Idaho,5518,85
US,Idaho,1463,20
US,Idaho,2698,75
US,Idaho,2700,8
US,Idaho,23730,287
US,Idaho,0,0
US,Idaho,2596,16
US,Idaho,2364,56
US,Illinois,22260,207
US,Illinois,1273,15
US,Illinois,4304,30
US,Illinois,13746,115
US,Illinois,2396,15
US,Illinois,8318,127
US,Illinois,1518,5
US,Illinois,4233,47
US,Illinois,4594,35
US,Illinois,61799,287
US,Illinois,10129,110
US,Illinois,4837,52
US,Illinois,4730,68
US,Illinois,11863,113
US,Illinois,15190,168
US,Illinois,1119976,14195
US,Illinois,6168,44
US,Illinois,3339,37
US,Illinois,4297,37
US,Illinois,23143,194
US,Illinois,6434,55
US,Illinois,207752,1689
US,Illinois,5123,58
US,Illinois,1753,28
US,Illinois,10590,134
US,Illinois,7076,99
US,Illinois,4387,65
US,Illinois,12252,165
US,Illinois,10009,126
US,Illinois,1401,16
US,Illinois,3586,44
US,Illinois,12565,135
US,Illinois,2165,31
US,Illinois,4364,47
US,Illinois,1049,19
US,Illinois,1147,18
US,Illinois,12605,118
US,Illinois,7124,112
US,Illinois,15474,118
US,Illinois,2670,27
US,Illinois,11021,172
US,Illinois,6185,69
US,Illinois,4001,35
US,Illinois,4443,40
US,Illinois,125197,1113
US,Illinois,28689,361
US,Illinois,30713,158
US,Illinois,12499,212
US,Illinois,28764,379
US,Illinois,148238,1355
US,Illinois,5476,42
US,Illinois,8735,79
US,Illinois,10663,136
US,Illinois,9429,85
US,Illinois,30325,338
US,Illinois,12701,139
US,Illinois,70021,783
US,Illinois,11859,209
US,Illinois,2750,31
US,Illinois,3883,60
US,Illinois,3857,67
US,Illinois,7154,90
US,Illinois,75374,475
US,Illinois,49280,289
US,Illinois,3490,20
US,Illinois,3985,47
US,Illinois,9431,127
US,Illinois,9749,102
US,Illinois,9417,125
US,Illinois,4050,44
US,Illinois,13905,128
US,Illinois,4,0
US,Illinois,46232,510
US,Illinois,7420,98
US,Illinois,4371,23
US,Illinois,5010,65
US,Illinois,952,8
US,Illinois,1718,18
US,Illinois,1126,9
US,Illinois,10416,123
US,Illinois,5151,74
US,Illinois,32970,469
US,Illinois,7830,92
US,Illinois,54505,381
US,Illinois,1947,17
US,Illinois,1248,11
US,Illinois,6176,73
US,Illinois,63361,720
US,Illinois,1509,32
US,Illinois,11444,155
US,Illinois,36437,461
US,Illinois,145,2433
US,Illinois,5355,63
US,Illinois,27823,292
US,Illinois,3705,27
US,Illinois,3981,82
US,Illinois,3416,35
US,Illinois,5278,83
US,Illinois,4394,48
US,Illinois,15281,224
US,Illinois,160785,1507
US,Illinois,22475,247
US,Illinois,76104,807
US,Illinois,10305,111
US,Indiana,7256,111
US,Indiana,103516,1136
US,Indiana,21268,241
US,Indiana,2473,21
US,Indiana,3106,65
US,Indiana,15124,169
US,Indiana,2581,61
US,Indiana,4209,58
US,Indiana,11637,157
US,Indiana,30969,370
US,Indiana,6818,84
US,Indiana,9172,114
US,Indiana,2539,36
US,Indiana,7459,148
US,Indiana,11316,145
US,Indiana,13399,127
US,Indiana,6988,134
US,Indiana,24734,418
US,Indiana,12840,161
US,Indiana,53976,690
US,Indiana,6721,139
US,Indiana,18861,281
US,Indiana,5374,94
US,Indiana,4367,55
US,Indiana,4902,99
US,Indiana,11613,138
US,Indiana,17250,333
US,Indiana,7182,131
US,Indiana,81535,614
US,Indiana,20598,247
US,Indiana,10776,132
US,Indiana,40652,523
US,Indiana,12940,223
US,Indiana,25349,426
US,Indiana,11472,150
US,Indiana,12494,123
US,Indiana,8983,140
US,Indiana,4832,71
US,Indiana,9333,142
US,Indiana,6931,98
US,Indiana,42193,576
US,Indiana,10722,147
US,Indiana,19700,228
US,Indiana,5841,100
US,Indiana,25351,355
US,Indiana,105780,1722
US,Indiana,11818,253
US,Indiana,32581,611
US,Indiana,224304,2849
US,Indiana,12299,182
US,Indiana,2161,24
US,Indiana,9235,150
US,Indiana,27536,272
US,Indiana,10647,160
US,Indiana,16414,260
US,Indiana,2556,66
US,Indiana,13045,152
US,Indiana,1442,19
US,Indiana,5024,90
US,Indiana,5817,112
US,Indiana,3590,46
US,Indiana,4645,62
US,Indiana,3721,46
US,Indiana,37440,531
US,Indiana,6523,56
US,Indiana,3064,83
US,Indiana,9290,121
US,Indiana,5889,142
US,Indiana,8274,135
US,Indiana,4830,58
US,Indiana,7844,101
US,Indiana,13561,165
US,Indiana,5210,58
US,Indiana,70379,833
US,Indiana,4730,92
US,Indiana,9609,116
US,Indiana,5262,74
US,Indiana,2306,20
US,Indiana,49768,382
US,Indiana,3517,81
US,Indiana,0,913
US,Indiana,2017,20
US,Indiana,57151,600
US,Indiana,4061,74
US,Indiana,28795,398
US,Indiana,8704,152
US,Indiana,2075,28
US,Indiana,20221,231
US,Indiana,5983,78
US,Indiana,18810,323
US,Indiana,6490,127
US,Indiana,6833,91
US,Indiana,9637,80
US,Iowa,1583,50
US,Iowa,816,13
US,Iowa,2850,59
US,Iowa,2901,66
US,Iowa,1100,19
US,Iowa,6000,75
US,Iowa,32608,465
US,Iowa,5447,54
US,Iowa,5472,80
US,Iowa,4568,57
US,Iowa,6425,57
US,Iowa,3200,52
US,Iowa,2588,23
US,Iowa,4913,65
US,Iowa,2947,76
US,Iowa,4132,35
US,Iowa,11051,166
US,Iowa,2959,61
US,Iowa,2671,32
US,Iowa,2256,36
US,Iowa,4089,42
US,Iowa,3453,72
US,Iowa,11498,143
US,Iowa,4516,53
US,Iowa,22919,140
US,Iowa,1592,32
US,Iowa,1511,25
US,Iowa,4000,68
US,Iowa,9094,134
US,Iowa,4123,72
US,Iowa,25850,294
US,Iowa,2347,51
US,Iowa,4074,71
US,Iowa,3527,61
US,Iowa,2505,42
US,Iowa,1373,24
US,Iowa,1715,21
US,Iowa,2551,41
US,Iowa,2345,44
US,Iowa,3472,72
US,Iowa,2832,47
US,Iowa,4112,60
US,Iowa,3420,93
US,Iowa,5543,72
US,Iowa,2036,34
US,Iowa,2609,37
US,Iowa,1798,48
US,Iowa,3662,50
US,Iowa,4598,68
US,Iowa,8631,107
US,Iowa,3465,51
US,Iowa,33854,145
US,Iowa,5439,72
US,Iowa,2047,48
US,Iowa,3767,88
US,Iowa,7831,141
US,Iowa,51810,573
US,Iowa,2475,60
US,Iowa,1747,32
US,Iowa,2722,50
US,Iowa,3140,38
US,Iowa,4882,86
US,Iowa,7527,121
US,Iowa,9390,110
US,Iowa,3337,42
US,Iowa,2463,50
US,Iowa,1716,48
US,Iowa,1875,48
US,Iowa,2203,52
US,Iowa,9576,131
US,Iowa,3424,71
US,Iowa,1393,22
US,Iowa,3326,46
US,Iowa,2030,38
US,Iowa,6314,100
US,Iowa,1588,27
US,Iowa,124302,1076
US,Iowa,24179,310
US,Iowa,3568,60
US,Iowa,1128,33
US,Iowa,2396,33
US,Iowa,40938,380
US,Iowa,2706,51
US,Iowa,7979,85
US,Iowa,19690,85
US,Iowa,3848,89
US,Iowa,1318,21
US,Iowa,111,0
US,Iowa,2713,49
US,Iowa,1378,27
US,Iowa,8953,195
US,Iowa,12453,135
US,Iowa,5611,77
US,Iowa,1263,33
US,Iowa,10315,159
US,Iowa,2945,46
US,Iowa,3803,48
US,Iowa,28755,331
US,Iowa,1752,14
US,Iowa,3607,63
US,Kansas,3953,47
US,Kansas,2108,28
US,Kansas,4268,33
US,Kansas,1039,8
US,Kansas,6482,88
US,Kansas,4383,48
US,Kansas,2680,47
US,Kansas,18937,168
US,Kansas,674,7
US,Kansas,839,17
US,Kansas,6137,83
US,Kansas,661,14
US,Kansas,497,7
US,Kansas,1969,34
US,Kansas,2215,36
US,Kansas,2410,41
US,Kansas,440,15
US,Kansas,10088,147
US,Kansas,11857,123
US,Kansas,615,19
US,Kansas,4790,74
US,Kansas,2438,33
US,Kansas,25266,133
US,Kansas,562,13
US,Kansas,569,8
US,Kansas,7131,79
US,Kansas,2014,31
US,Kansas,11530,105
US,Kansas,10606,108
US,Kansas,6909,77
US,Kansas,9196,73
US,Kansas,785,23
US,Kansas,565,13
US,Kansas,2202,34
US,Kansas,1228,23
US,Kansas,333,3
US,Kansas,1781,22
US,Kansas,462,3
US,Kansas,1648,25
US,Kansas,9566,121
US,Kansas,961,11
US,Kansas,409,10
US,Kansas,3878,29
US,Kansas,4748,59
US,Kansas,786,13
US,Kansas,144783,1185
US,Kansas,1236,20
US,Kansas,1959,27
US,Kansas,668,7
US,Kansas,6607,73
US,Kansas,295,12
US,Kansas,19285,176
US,Kansas,621,10
US,Kansas,2817,27
US,Kansas,840,13
US,Kansas,9944,115
US,Kansas,3319,40
US,Kansas,2546,41
US,Kansas,7785,125
US,Kansas,1218,19
US,Kansas,7709,87
US,Kansas,1423,20
US,Kansas,9405,142
US,Kansas,1499,27
US,Kansas,622,11
US,Kansas,3234,60
US,Kansas,5138,62
US,Kansas,781,18
US,Kansas,2149,37
US,Kansas,3892,45
US,Kansas,793,16
US,Kansas,1199,16
US,Kansas,0,0
US,Kansas,2121,24
US,Kansas,1360,29
US,Kansas,5721,55
US,Kansas,1925,30
US,Kansas,677,9
US,Kansas,18532,220
US,Kansas,1345,15
US,Kansas,2608,22
US,Kansas,13444,79
US,Kansas,1367,20
US,Kansas,806,18
US,Kansas,1873,37
US,Kansas,14092,231
US,Kansas,1279,34
US,Kansas,144319,1289
US,Kansas,6907,58
US,Kansas,48006,579
US,Kansas,786,18
US,Kansas,1506,19
US,Kansas,643,7
US,Kansas,1134,26
US,Kansas,429,8
US,Kansas,1460,19
US,Kansas,5660,66
US,Kansas,2375,27
US,Kansas,750,9
US,Kansas,0,0
US,Kansas,1635,22
US,Kansas,436,5
US,Kansas,1394,20
US,Kansas,494,8
US,Kansas,2808,42
US,Kansas,794,14
US,Kansas,46708,465
US,Kentucky,5673,101
US,Kentucky,6560,96
US,Kentucky,6355,66
US,Kentucky,1266,28
US,Kentucky,12856,208
US,Kentucky,2955,39
US,Kentucky,8821,136
US,Kentucky,36620,272
US,Kentucky,5933,52
US,Kentucky,16153,167
US,Kentucky,8355,124
US,Kentucky,2106,24
US,Kentucky,3636,51
US,Kentucky,5015,75
US,Kentucky,21026,196
US,Kentucky,3854,49
US,Kentucky,4081,59
US,Kentucky,7932,89
US,Kentucky,22551,157
US,Kentucky,977,19
US,Kentucky,3450,43
US,Kentucky,8536,99
US,Kentucky,4015,69
US,Kentucky,16206,199
US,Kentucky,10129,56
US,Kentucky,7811,85
US,Kentucky,3443,44
US,Kentucky,2240,46
US,Kentucky,2169,28
US,Kentucky,30918,367
US,Kentucky,2537,39
US,Kentucky,2322,17
US,Kentucky,4099,44
US,Kentucky,93846,569
US,Kentucky,3691,50
US,Kentucky,12414,161
US,Kentucky,13351,138
US,Kentucky,1157,25
US,Kentucky,2175,46
US,Kentucky,4756,71
US,Kentucky,6854,54
US,Kentucky,11328,168
US,Kentucky,8066,122
US,Kentucky,3602,39
US,Kentucky,11965,128
US,Kentucky,2463,23
US,Kentucky,32341,414
US,Kentucky,9159,189
US,Kentucky,6166,64
US,Kentucky,5373,94
US,Kentucky,13743,152
US,Kentucky,4750,46
US,Kentucky,825,24
US,Kentucky,14845,247
US,Kentucky,4231,72
US,Kentucky,222376,2186
US,Kentucky,15061,132
US,Kentucky,5950,98
US,Kentucky,41282,379
US,Kentucky,4114,59
US,Kentucky,11429,125
US,Kentucky,3708,69
US,Kentucky,18767,209
US,Kentucky,4520,63
US,Kentucky,2910,46
US,Kentucky,3680,39
US,Kentucky,6901,99
US,Kentucky,4472,80
US,Kentucky,6270,125
US,Kentucky,2385,59
US,Kentucky,8324,117
US,Kentucky,2845,33
US,Kentucky,27568,254
US,Kentucky,3875,42
US,Kentucky,6360,77
US,Kentucky,8371,99
US,Kentucky,3272,49
US,Kentucky,4624,100
US,Kentucky,17950,238
US,Kentucky,5422,75
US,Kentucky,2604,48
US,Kentucky,5761,64
US,Kentucky,1556,31
US,Kentucky,7310,100
US,Kentucky,2849,59
US,Kentucky,3611,75
US,Kentucky,6840,89
US,Kentucky,4834,21
US,Kentucky,10103,119
US,Kentucky,14343,147
US,Kentucky,1909,31
US,Kentucky,7285,96
US,Kentucky,18137,129
US,Kentucky,2353,32
US,Kentucky,1564,23
US,Kentucky,3429,37
US,Kentucky,10721,150
US,Kentucky,18706,264
US,Kentucky,4718,40
US,Kentucky,16907,264
US,Kentucky,624,21
US,Kentucky,5026,55
US,Kentucky,6485,57
US,Kentucky,6262,84
US,Kentucky,16076,95
US,Kentucky,13207,150
US,Kentucky,5601,89
US,Kentucky,5289,51
US,Kentucky,9003,116
US,Kentucky,2916,42
US,Kentucky,3837,41
US,Kentucky,2146,39
US,Kentucky,2560,0
US,Kentucky,4322,55
US,Kentucky,42708,343
US,Kentucky,3875,57
US,Kentucky,5424,88
US,Kentucky,3893,48
US,Kentucky,14079,172
US,Kentucky,2462,19
US,Kentucky,6766,47
US,Louisiana,15000,289
US,Louisiana,7372,134
US,Louisiana,33087,288
US,Louisiana,5242,69
US,Louisiana,10767,206
US,Louisiana,8772,141
US,Louisiana,3702,110
US,Louisiana,35288,483
US,Louisiana,63278,1127
US,Louisiana,51704,698
US,Louisiana,3059,53
US,Louisiana,1145,8
US,Louisiana,2559,55
US,Louisiana,3100,73
US,Louisiana,4797,89
US,Louisiana,6936,134
US,Louisiana,105273,1326
US,Louisiana,2335,38
US,Louisiana,6689,168
US,Louisiana,7941,156
US,Louisiana,6765,176
US,Louisiana,5531,90
US,Louisiana,18113,260
US,Louisiana,8521,150
US,Louisiana,4093,74
US,Louisiana,108188,1323
US,Louisiana,6595,154
US,Louisiana,3977,56
US,Louisiana,59258,489
US,Louisiana,26175,364
US,Louisiana,11458,141
US,Louisiana,35129,458
US,Louisiana,3027,58
US,Louisiana,6496,133
US,Louisiana,9528,163
US,Louisiana,83444,1102
US,Louisiana,47258,730
US,Louisiana,0,0
US,Louisiana,6119,45
US,Louisiana,5874,91
US,Louisiana,30873,569
US,Louisiana,1985,52
US,Louisiana,6156,94
US,Louisiana,5980,109
US,Louisiana,10693,109
US,Louisiana,13148,143
US,Louisiana,1835,23
US,Louisiana,5455,76
US,Louisiana,10012,184
US,Louisiana,21040,411
US,Louisiana,12249,183
US,Louisiana,11913,259
US,Louisiana,68105,837
US,Louisiana,32887,590
US,Louisiana,939,11
US,Louisiana,29239,408
US,Louisiana,929,0
US,Louisiana,6390,130
US,Louisiana,14416,222
US,Louisiana,9454,187
US,Louisiana,12201,246
US,Louisiana,10460,181
US,Louisiana,6875,86
US,Louisiana,3342,63
US,Louisiana,2711,44
US,Louisiana,4144,62
US,Maine,22303,262
US,Maine,12444,149
US,Maine,47757,346
US,Maine,5613,57
US,Maine,7187,81
US,Maine,22478,226
US,Maine,5799,33
US,Maine,5108,32
US,Maine,0,0
US,Maine,11066,143
US,Maine,27034,319
US,Maine,2938,31
US,Maine,4946,29
US,Maine,9415,101
US,Maine,11,0
US,Maine,5925,56
US,Maine,4246,51
US,Maine,38967,263
US,Maryland,17068,353
US,Maryland,88772,1052
US,Maryland,131134,2442
US,Maryland,111010,1753
US,Maryland,11070,141
US,Maryland,6025,80
US,Maryland,21210,395
US,Maryland,15347,255
US,Maryland,27729,348
US,Maryland,7688,107
US,Maryland,45325,512
US,Maryland,5694,114
US,Maryland,37986,572
US,Maryland,43341,370
US,Maryland,3030,66
US,Maryland,166166,2009
US,Maryland,169472,2131
US,Maryland,7049,110
US,Maryland,5156,73
US,Maryland,18801,210
US,Maryland,5533,86
US,Maryland,0,48
US,Maryland,34960,577
US,Maryland,19576,324
US,Maryland,8606,154
US,Massachusetts,34668,573
US,Massachusetts,22831,365
US,Massachusetts,148890,2123
US,Massachusetts,6766,16
US,Massachusetts,203340,2717
US,Massachusetts,10382,132
US,Massachusetts,131934,1765
US,Massachusetts,27215,349
US,Massachusetts,320772,3933
US,Massachusetts,129781,1864
US,Massachusetts,114684,1662
US,Massachusetts,208190,1960
US,Massachusetts,135125,6
US,Massachusetts,190477,2558
US,Michigan,1722,71
US,Michigan,1711,13
US,Michigan,26961,342
US,Michigan,5571,134
US,Michigan,4290,62
US,Michigan,3195,67
US,Michigan,2027,53
US,Michigan,14238,166
US,Michigan,26947,571
US,Michigan,3405,65
US,Michigan,34517,538
US,Michigan,11258,180
US,Michigan,33901,563
US,Michigan,11070,140
US,Michigan,4886,60
US,Michigan,4576,102
US,Michigan,8427,100
US,Michigan,6716,155
US,Michigan,21074,206
US,Michigan,2548,30
US,Michigan,9909,154
US,Michigan,7360,108
US,Michigan,26605,391
US,Michigan,6340,85
US,Michigan,325,5
US,Michigan,100624,1689
US,Michigan,5556,112
US,Michigan,3244,68
US,Michigan,17080,224
US,Michigan,10699,178
US,Michigan,10295,202
US,Michigan,7742,89
US,Michigan,7995,147
US,Michigan,63484,750
US,Michigan,16425,174
US,Michigan,4786,137
US,Michigan,2643,86
US,Michigan,15479,202
US,Michigan,39191,545
US,Michigan,58690,661
US,Michigan,3511,59
US,Michigan,165669,1497
US,Michigan,504,13
US,Michigan,1833,37
US,Michigan,20195,410
US,Michigan,3550,52
US,Michigan,24349,313
US,Michigan,45627,440
US,Michigan,1423,10
US,Michigan,2377,29
US,Michigan,226806,3895
US,Michigan,3671,84
US,Michigan,14902,125
US,Michigan,6685,88
US,Michigan,8612,105
US,Michigan,5569,69
US,Michigan,38304,176
US,Michigan,18980,222
US,Michigan,2891,59
US,Michigan,37734,462
US,Michigan,14969,205
US,Michigan,1713,47
US,Michigan,39363,624
US,Michigan,11432,154
US,Michigan,283912,3773
US,Michigan,6294,89
US,Michigan,4298,105
US,Michigan,974,37
US,Michigan,4972,80
US,Michigan,1430,54
US,Michigan,5595,97
US,Michigan,74346,781
US,Michigan,5680,39
US,Michigan,2060,56
US,Michigan,4598,112
US,Michigan,49043,925
US,Michigan,8652,187
US,Michigan,1748,16
US,Michigan,17714,227
US,Michigan,40247,818
US,Michigan,13629,205
US,Michigan,13181,273
US,Michigan,15,0
US,Michigan,16925,263
US,Michigan,73684,505
US,Michigan,395227,7806
US,Michigan,7025,105
US,Minnesota,2935,60
US,Minnesota,97960,788
US,Minnesota,8742,90
US,Minnesota,11919,124
US,Minnesota,13960,174
US,Minnesota,1377,8
US,Minnesota,17780,97
US,Minnesota,6512,79
US,Minnesota,8828,95
US,Minnesota,26471,114
US,Minnesota,6965,79
US,Minnesota,3066,47
US,Minnesota,14448,119
US,Minnesota,19690,122
US,Minnesota,2143,30
US,Minnesota,548,4
US,Minnesota,3203,41
US,Minnesota,15851,165
US,Minnesota,109219,761
US,Minnesota,5640,21
US,Minnesota,10835,116
US,Minnesota,3736,50
US,Minnesota,4730,24
US,Minnesota,9034,72
US,Minnesota,12972,127
US,Minnesota,1465,12
US,Minnesota,296139,2540
US,Minnesota,4488,18
US,Minnesota,4912,59
US,Minnesota,10060,117
US,Minnesota,10973,144
US,Minnesota,2135,17
US,Minnesota,3474,55
US,Minnesota,13378,136
US,Minnesota,1036,27
US,Minnesota,2692,37
US,Minnesota,1735,28
US,Minnesota,2059,28
US,Minnesota,762,6
US,Minnesota,6440,49
US,Minnesota,1212,6
US,Minnesota,7028,72
US,Minnesota,1748,17
US,Minnesota,2079,23
US,Minnesota,5557,64
US,Minnesota,10516,107
US,Minnesota,5913,74
US,Minnesota,7197,111
US,Minnesota,9049,104
US,Minnesota,11783,70
US,Minnesota,2025,15
US,Minnesota,7942,66
US,Minnesota,6922,59
US,Minnesota,1487,13
US,Minnesota,40372,175
US,Minnesota,13462,164
US,Minnesota,3532,41
US,Minnesota,6981,67
US,Minnesota,1982,34
US,Minnesota,8818,103
US,Minnesota,3018,17
US,Minnesota,123165,1322
US,Minnesota,929,13
US,Minnesota,3876,53
US,Minnesota,3722,56
US,Minnesota,17773,171
US,Minnesota,2324,33
US,Minnesota,4457,44
US,Minnesota,39965,252
US,Minnesota,27157,178
US,Minnesota,3480,23
US,Minnesota,46468,522
US,Minnesota,50595,362
US,Minnesota,10262,58
US,Minnesota,2619,13
US,Minnesota,2279,33
